unit,time,treated,log_gdp_pc,Y_resid,trade_openness,inv_share,log_pop,log_emp,log_gdp_emp
Lithuania,2005,0,9.886811129515614,0.059318000910080215,-0.12551116943359403,0.197706326842308,1.200646177232585,0.3838102568602387,10.703647049887959
Lithuania,2006,0,9.971327717243463,0.016874256899535922,-0.15688210725784302,0.224371090531349,1.1847312675890036,0.3810879629398345,10.774971021892632
Lithuania,2007,0,10.101073740583498,-0.17406967619416314,-0.22499883174896196,0.291665583848953,1.1729074337800711,0.4013125448157859,10.872668629547782
Lithuania,2008,0,10.153611943795635,-0.0024690281628405586,-0.24445647001266502,0.265691041946411,1.1626760096059034,0.3881938306298112,10.928094122771727
Lithuania,2009,0,10.036884041716045,0.5783701321535322,-0.09690856933593806,0.119431003928185,1.151601244608684,0.3087004316415955,10.879784854683134
Lithuania,2010,0,10.108789310954293,0.37454143643438265,-0.12200498580932706,0.184843525290489,1.1306663570191806,0.25414119947655606,10.985314468496917
Lithuania,2011,0,10.247865702878153,0.35083113836504687,-0.13380080461502097,0.217689692974091,1.1081143342379611,0.2596355673173228,11.09634446979879
Lithuania,2012,0,10.320228591566417,0.4769872322880033,-0.09341096878051702,0.201987490057945,1.0947143683042764,0.2779584647786927,11.136984495092001
Lithuania,2013,0,10.346541208784988,0.4681629971516319,-0.09977686405181896,0.207049876451492,1.0846350607372501,0.29085735094632664,11.140318918575911
Malta,1990,0,9.803255627339537,-0.4239161258458264,-0.346169024705887,0.327872455120087,-0.9999223720684154,-2.0210290843856713,10.824362339656792
Malta,1991,0,9.86075354241872,-0.2617088815027717,-0.28852352499961903,0.302710771560669,-0.9906587378337368,-1.9964454154311793,10.866540220016164
Malta,1992,0,9.872942578209617,-0.11701914589499296,-0.34351253509521495,0.273185163736343,-0.9813760691550936,-1.986579316527377,10.878145825581901
Malta,1993,0,9.895897689299826,-0.16533199931120812,-0.33699393272399897,0.289709389209747,-0.9722871740059594,-1.9839420320988843,10.90755254739275
Malta,1994,0,9.946556881620639,-0.18821085113274805,-0.315549165010452,0.305708080530167,-0.9637650121986119,-1.9734097931049155,10.956201662526942
Malta,1995,0,9.98903348869683,-0.23221147851897328,-0.355444252490998,0.3206966817379,-0.9556814594790742,-1.9315172288560152,10.96486925807377
Malta,1996,0,9.986947465004492,-0.18528483200995893,-0.40313380956649797,0.306822121143341,-0.9477194813778153,-1.8994362793173887,10.938664262944066
Malta,1997,0,10.078987553469199,0.019456330382922715,-0.31217730045318604,0.280490189790726,-0.9398690280457394,-1.8811091588535593,11.02022768427702
Malta,1998,0,10.13479595072195,0.0974411300832756,-0.302683562040329,0.27547299861908,-0.9319781383188627,-1.8728931568236062,11.075710969226693
Malta,1999,0,10.202192659795504,0.22760505645523388,-0.31263440847396906,0.260057181119919,-0.9240986343667988,-1.8532480273994305,11.131342052828135
Malta,2000,0,10.248412136347582,0.2679222336797835,-0.214861869812012,0.261330366134644,-0.9165532663333106,-1.8458756171744723,11.177734487188744
Malta,2001,0,10.236680360833438,0.43922059402423663,-0.275652706623077,0.221709638834,-0.9093548408730426,-1.8470610545758501,11.174386574536246
Malta,2002,0,10.264316104841308,0.6120896581880562,-0.25136554241180403,0.188680797815323,-0.90247412234174,-1.8338834841298277,11.195725466629396
Malta,2003,0,10.265717221066998,0.31369696745832165,-0.25672838091850303,0.253898948431015,-0.8959343363672705,-1.8173755649982897,11.187158449698018
