COUNTRY,DATE,PIGT,NETD,SC,Within_SP,Total_Trade,EU_Distance,estimate_cc,estimate_ge,estimate_pv,estimate_rl,estimate_rq,estimate_va
North Macedonia,2016,96.842446,788.92,0.00010220661663360971,0.00025483979236153584,11.21942,-0.8153121657725827,-0.2979315221309662,-0.03379161283373833,-0.35531261563301086,-0.3443683683872223,0.3833698630332947,-0.23480284214019775
North Macedonia,2017,98.4188039,812.32,1.4201274188857425e-05,0.00018171836511943838,12.46115,-0.8155930380369002,-0.32858607172966003,-0.017661510035395622,-0.25888076424598694,-0.31062355637550354,0.44345054030418396,-0.13886718451976776
North Macedonia,2018,100.2398787,813.29,-1.1294004043644392e-05,0.0006910433704576517,14.31261,-0.8091055880148637,-0.392622709274292,0.05572919175028801,-0.21190592646598816,-0.3085031807422638,0.5153926610946655,-0.02600681222975254
North Macedonia,2019,101.5451318,831.07,0.00011643151679261547,-0.00015215443194382461,15.6065,-0.8065728554500422,-0.45691198110580444,-0.12404143810272217,0.00814169179648161,-0.30662575364112854,0.44183608889579773,-0.019246483221650124
North Macedonia,2021,114.1743316,792.63,2.3147700954507485e-05,0.0007631366056211714,17.36409,-0.8058493445089837,-0.3754544258117676,-0.12181372940540314,0.062484078109264374,-0.10046880692243576,0.4050055742263794,0.13545610010623932
North Macedonia,2022,126.1749751,743.45,0.0001120080873222447,0.0031412509388324475,22.00325,-0.7990750732490741,-0.32399025559425354,-0.08138483017683029,0.18083928525447845,-0.09688755869865417,0.452958881855011,0.16209527850151062
North Macedonia,2023,135.3385473,742.79,9.219814727464185e-08,0.0017231256161825332,21.68038,-0.7908961339653627,-0.34861546754837036,-0.05131734535098076,0.1703065037727356,-0.16804489493370056,0.42733925580978394,0.16269730031490326
Serbia,2005,78.3211323,2733.412,3.3848053845250665e-05,0.0007318106284388415,16.3959,-0.8615444187304695,-0.406051367521286,-0.3609258532524109,-0.7624135613441467,-0.9487007856369019,-0.6239854693412781,-0.20695458352565765
Serbia,2006,86.1720123,2630.691,0.00013480032793976516,0.0011468467112673124,20.078490000000002,-0.8462208940889973,-0.2775914669036865,-0.2385028898715973,-0.5375684499740601,-0.5369485020637512,-0.5303950309753418,0.21445892751216888
Serbia,2007,93.8020997,2655.736,-2.150477605521513e-05,0.0017295943814035033,23.86052,-0.8198780591081467,-0.34168216586112976,-0.2552891969680786,-0.591357946395874,-0.4642711877822876,-0.43724316358566284,0.30530017614364624
Serbia,2008,98.500925,2821.724,-0.0002628904087204352,0.0009438746361953821,28.10001,-0.8012302651528577,-0.30246177315711975,-0.24973495304584503,-0.5427129864692688,-0.49174967408180237,-0.38687917590141296,0.2817036807537079
Serbia,2009,91.1739346,2616.437,0.00014464088875057354,-0.0002420027046675286,21.448349999999998,-0.8095773861950725,-0.31794339418411255,-0.07020163536071777,-0.47735854983329773,-0.47445863485336304,-0.18295058608055115,0.33445504307746887
Serbia,2010,89.2410702,2396.244,0.0001542330246133897,0.00041688476410573904,24.23269,-0.8203281280633494,-0.31941553950309753,-0.07608363777399063,-0.42174166440963745,-0.4300144910812378,-0.06565797328948975,0.2856157124042511
Serbia,2011,94.5917149,2253.209,6.59226750419107e-05,0.0018630565846995389,27.925179999999997,-0.8031559468825964,-0.29928621649742126,-0.13248197734355927,-0.28288206458091736,-0.32504934072494507,-0.01689695194363594,0.2786244750022888
Serbia,2012,90.9947897,2228.343,4.956719292215187e-05,-0.0004998406745827875,28.78788,-0.8125316348992937,-0.3574329614639282,-0.1733524054288864,-0.2172994613647461,-0.33283576369285583,-0.07032625377178192,0.19894349575042725
Serbia,2013,91.9789987,2310.718,-4.620553840538582e-06,0.0006802930217640137,32.02789,-0.7981015479451533,-0.32784417271614075,-0.17909081280231476,-0.07563809305429459,-0.2988288998603821,-0.06262470036745071,0.2854430675506592
Serbia,2014,90.1380225,2559.4,0.00019887865717641608,-0.0016270503478786578,32.73317,-0.8064782273472404,-0.2474045753479004,0.0016253917710855603,0.18411077558994293,-0.09478098154067993,0.18143416941165924,0.2125730812549591
Serbia,2015,90.9487048,2574.2,4.6805831163043905e-05,-0.0001971676562785715,34.810829999999996,-0.8111137197231959,-0.31857722997665405,-0.0026127484161406755,0.2348330318927765,-0.07577686011791229,0.13626281917095184,0.2310897260904312
Serbia,2016,89.3829687,2719.4,7.40139023081611e-05,-0.000496953265171075,37.2834,-0.8100196899915534,-0.38332316279411316,-0.03860924765467644,0.13328160345554352,-0.1270175725221634,0.02493123896420002,0.20003734529018402
Serbia,2017,92.937467,2794.7,9.459898971739768e-05,0.0003266072868196096,41.94725,-0.8035545562429208,-0.43591099977493286,0.07325553148984909,0.08336798846721649,-0.17972655594348907,-0.04666145518422127,0.11726158112287521
Serbia,2018,97.8021354,2832.9,6.795816907901654e-05,0.0008212609251168642,47.19816,-0.7906230748403957,-0.39657077193260193,0.07442966103553772,0.005321071948856115,-0.17032261192798615,0.09969577193260193,-0.014722833409905434
