"label","att_post_avg","att_2004_2008","att_2009_2013","cum_effect_2004_08","cum_effect_2009_13","top_donors","top_incl_probs"
"eu2004",0.0067208455663274,0.00897881441543733,0.0204011161421735,0.0448940720771867,0.102005580710868,"X_allx_Hungary; X_allx_Czechia; X_allx_Lithuania; X_allx_Cyprus; X_allx_Slovakia","0.251; 0.25; 0.25; 0.25; 0.249"
