"label","att_post_avg","att_2004_2008","att_2009_2013","cum_effect_2004_08","cum_effect_2009_13","top_donors","top_incl_probs"
"non_eu",0.00675227636276509,0.00899466665265045,0.0204787182119603,0.0449733332632523,0.102393591059802,"X_allx_Georgia; X_allx_Belarus; X_allx_Montenegro; X_allx_Serbia; X_allx_Bosnia and Herzegovina","0.374; 0.374; 0.373; 0.37; 0.37"
