"att_2004_2008","att_2009_2014","ci_b1_low","ci_b1_high","ci_b2_low","ci_b2_high","loo_att_min","loo_att_max","donor_drop_step1","donor_drop_step2","donor_drop_step3"
0.107635820402099,-0.275702350204818,-0.128843800389459,0.344115441193658,-0.533251737006555,-0.0181529634030803,-0.388850044465605,-0.256741520671471,-0.388850044465605,-0.445131892155271,-0.420218066282829
