"att_post_avg","att_2004_2008","att_2009_2013","ci_b1_low","ci_b1_high","ci_b2_low","ci_b2_high","loo_att_min","loo_att_max","donor_drop_step1","donor_drop_step2","donor_drop_step3"
0.0648872231875189,0.0122400117197262,0.117534434655312,-0.18470879534145,0.209188818780903,-0.0804343853155156,0.315503254626139,0.0974305568459684,0.151408349877493,0.104948173769935,0.0774220735344276,0.120596368433408
